name,taxid,preferred name,phylum,class,order,family,genus
Neisseria weaveri,28091, ,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria
Lactobacillus pentosus,1589,Lactiplantibacillus pentosus,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus
Aliivibrio salmonicida,40269, ,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio
Slackia exigua,84109, ,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia
Prevotella histicola,470565, ,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
Solobacterium moorei,102148, ,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium
Streptomyces wedmorensis,43759, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Nocardia otitidiscaviarum,1823, ,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia
Hafnia alvei,569, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia
Vibrio scophthalmi,45658, ,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Marinobacter salarius,1420917, ,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter
Bacillus azotoformans,1454,Schinkia azotoformans,Bacillota,Bacilli,Bacillales,Bacillaceae,Schinkia
Candidatus Blochmannia,203804,Candidatus Blochmanniella,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,na
Exiguobacterium undae,169177, ,Bacillota,Bacilli,Bacillales,na,Exiguobacterium
Vibrio furnissii,29494, ,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Eubacteriaceae bacterium,2049045, ,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,na
Erwinia oleae,796334, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia
Gordonia amicalis,89053, ,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia
Anaeromyxobacter dehalogenans,161493, ,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter
Thermoanaerobacterium thermosaccharolyticum,1517, ,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacterium
Yersinia aldovae,29483, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
Corynebacterium matruchotii,43768, ,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium
Helicobacter trogontum,50960, ,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter
Burkholderia ambifaria,152480, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
Desulfatibacillum alkenivorans,259354, ,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfatibacillaceae,Desulfatibacillum
Pseudomonas luteola,47886, ,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Haemophilus parainfluenzae,729, ,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus
Shuttleworthia satelles,177972,Shuttleworthella satelles,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthella
Acidovorax ebreus,721785,[Acidovorax] ebreus,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter
Streptomyces cyaneofuscatus,66883, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Nitratireductor aquibiodomus,204799, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Nitratireductor
Bergeyella zoohelcum,1015, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Bergeyella
Acidocella facilis,525, ,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acidocellaceae,Acidocella
Lactobacillus paraplantarum,60520,Lactiplantibacillus paraplantarum,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus
Prevotella salivae,228604,Segatella salivae,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella
Lactobacillus buchneri,1581,Lentilactobacillus buchneri,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus
Dehalococcoides ethenogenes,61435,Dehalococcoides mccartyi,Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
Lachnoanaerobaculum saburreum,467210, ,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoanaerobaculum
Campylobacter curvus,200, ,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
Candidatus Hamiltonella,568987, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,na
Thalassospira permensis,680197, ,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira
Cronobacter turicensis,413502, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter
Exiguobacterium alkaliphilum,1428684, ,Bacillota,Bacilli,Bacillales,na,Exiguobacterium
Facklamia hominis,178214, ,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Facklamia
Actinomyces johnsonii,544581, ,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces
Anaerococcus lactolyticus,33032, ,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus
Leptotrichia wadei,157687, ,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
Streptomyces griseoluteus,29306, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Brevibacillus brevis,1393, ,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
Sphingobium xenophagum,121428, ,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
Lactobacillus fructivorans,1614,Fructilactobacillus fructivorans,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus
Deinococcus ficus,317577, ,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
Acidithiobacillus ferrivorans,160808, ,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus
Photobacterium leiognathi,553611, ,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
Aphanizomenon flos-aquae,1176, ,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Aphanizomenon
Faecalibacterium prausnitzii,853, ,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium
Vibrio shiloi,689,Vibrio mediterranei,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Pseudogulbenkiania ferrooxidans,549169, ,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Pseudogulbenkiania
Actinomyces odontolyticus,1660,Schaalia odontolytica,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia
Streptosporangium roseum,2001, ,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Streptosporangium
Micromonospora purpureochromogenes,47872, ,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora
Negativicoccus succinicivorans,620903, ,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Negativicoccus
Butyrivibrio proteoclasticus,43305, ,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio
Streptomyces lavenduligriseus,67315, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Rhodopseudomonas palustris,1076, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Rhodopseudomonas
Comamonas aquatica,225991, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas
Desulfotignum balticum,115781, ,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfotignum
Kocuria rhizophila,72000, ,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria
Acinetobacter beijerinckii,262668, ,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter
Agrobacterium fabrum,1176649, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium
Dolichospermum circinale,109265, ,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Dolichospermum
Chromobacterium haemolyticum,394935, ,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
Prevotella ruminicola,839,Xylanibacter ruminicola,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Xylanibacter
Prevotella saccharolytica,633701,Hoylesella saccharolytica,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella
Capnocytophaga granulosa,45242, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga
Plautia stali,106108, ,Arthropoda,Insecta,Hemiptera,Pentatomidae,Plautia
Leptotrichia goodfellowii,157692,Pseudoleptotrichia goodfellowii,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Pseudoleptotrichia
Corynebacterium jeikeium,38289, ,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium
Prevotella oulorum,28136,Segatella oulorum,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella
Actinomyces viscosus,1656, ,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces
Prevotella brevis,83231,Xylanibacter brevis,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Xylanibacter
Clostridium sordellii,1505,Paraclostridium sordellii,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Paraclostridium
Bacillus marmarensis,521377,Alkalihalophilus marmarensis,Bacillota,Bacilli,Bacillales,Bacillaceae,Alkalihalophilus
Rhizobium mesoamericanum,1079800, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium
Novosphingobium pentaromativorans,205844, ,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
Clostridium termitidis,29371,Ruminiclostridium cellobioparum subsp. termitidis,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminiclostridium
Bacteroides finegoldii,338188, ,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Pantoea vagans,470934, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea
Prevotella loescheii,840,Hoylesella loescheii,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella
Pseudomonas pseudoalcaligenes,301,Ectopseudomonas oleovorans,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Ectopseudomonas
Sulfurospirillum cavolei,366522, ,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum
Gemella sanguinis,84135, ,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella
Orientia tsutsugamushi,784, ,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia
Methylophaga thiooxydans,392484, ,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga
Leptotrichia hofstadii,157688, ,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
Streptomyces canus,58343, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Peptoniphilus duerdenii,507750, ,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus
Streptomyces violens,66377, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Selenomonas bovis,416586, ,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas
Streptomyces sulphureus,47758, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Streptomyces seoulensis,73044, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Streptomyces rapamycinicus,1226757, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Wohlfahrtiimonas chitiniclastica,400946, ,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Ignatzschineriaceae,Wohlfahrtiimonas
Streptomyces monomycini,371720, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Vibrio metoecus,1481663, ,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Burkholderia bryophila,420952,Paraburkholderia bryophila,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia
Methylovorus glucosetrophus,266009,Methylovorus glucosotrophus,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylovorus
Dermabacter hominis,36740, ,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Dermabacter
Rhodopirellula europaea,1263866, ,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rhodopirellula
Rothia dentocariosa,2047, ,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia
Vibrio variabilis,990271, ,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Rickettsia australis,787, ,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia
Polaribacter irgensii,531, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter
Bradyrhizobiaceae bacterium,2072420, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,na
Aerococcus viridans,1377, ,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus
Thermotoga naphthophila,93929,Thermotoga petrophila,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga
Anaerococcus hydrogenalis,33029, ,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus
Nocardia cerradoensis,85688, ,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia
Anaerococcus obesiensis,1287640, ,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus
Geobacter bremensis,60035,Citrifermentans bremense,Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,Citrifermentans
Caldicellulosiruptor kronotskyensis,413889, ,Bacillota,na,Caldicellulosiruptorales,Caldicellulosiruptoraceae,Caldicellulosiruptor
Aeromonas allosaccharophila,656, ,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
Massilia alkalitolerans,286638, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
Porphyromonas catoniae,41976, ,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
Candidatus Prevotella, , ,na,na,na,na,na
Rothia mucilaginosa,43675, ,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia
Paenibacillus peoriae,59893, ,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
[Clostridium] mangenotii,1540,Metaclostridioides mangenotii,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Metaclostridioides
Rhizobium gallicum,56730, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium
Methylocystis rosea,173366, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylocystis
Serratia liquefaciens,614, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
Mannheimia granulomatis,85402, ,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
Kitasatospora phosalacinea,2065, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora
Caldicellulosiruptor saccharolyticus,44001, ,Bacillota,na,Caldicellulosiruptorales,Caldicellulosiruptoraceae,Caldicellulosiruptor
Bacteroides ureolyticus,827,Campylobacter ureolyticus,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
Streptomyces prunicolor,67348, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Pseudomonas mandelii,75612, ,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Paenibacillus zanthoxyli,369399, ,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
Psychrobacter cryohalolentis,330922, ,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter
Selenomonas ruminantium,971, ,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas
Streptococcus mitis,28037, ,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Clavibacter michiganensis,28447, ,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Clavibacter
Actinomyces graevenitzii,55565, ,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces
Streptococcus phocae,119224, ,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Cryobacterium roopkundense,1001240, ,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Cryobacterium
Prevotella stercorea,363265,Leyella stercorea,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Leyella
Helicobacter bizzozeronii,56877, ,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter
Streptomyces cattleya,29303,Streptantibioticus cattleyicolor,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptantibioticus
Mesoflavibacter zeaxanthinifaciens,393060, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter
Collimonas fungivorans,158899, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas
Streptococcus infantis,68892, ,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Planococcus halocryophilus,1215089, ,Bacillota,Bacilli,Bacillales,Caryophanaceae,Planococcus
Trabulsiella guamensis,158852, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Trabulsiella
Kluyvera ascorbata,51288, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera
Buttiauxella agrestis,82977, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Buttiauxella
Acetobacter pasteurianus,438, ,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter
Oscillibacter ruminantium,1263547, ,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter
Paenibacillus elgii,189691, ,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
Myroides injenensis,1183151, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides
Acetonema longum,2374, ,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Acetonema
Methylophaga aminisulfidivorans,230105, ,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga
Endozoicomonas montiporae,1027273, ,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
Neorhizobium galegae,399, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Neorhizobium
Haemophilus haemolyticus,726, ,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus
Neisseria wadsworthii,607711, ,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria
Campylobacter insulaenigrae,260714, ,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
Microlunatus phosphovorus,29405, ,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Microlunatus
Neisseria shayeganii,607712, ,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria
Alistipes senegalensis,1288121, ,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
Anaerococcus senegalensis,1288120, ,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus
Salinisphaera shabanensis,180542, ,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera
Haloplasma contractile,471825, ,Mycoplasmatota,Mollicutes,Haloplasmatales,Haloplasmataceae,Haloplasma
Clostridiaceae bacterium,1898204, ,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,na
Bacillus massiliosenegalensis,1287657,Robertmurraya massiliosenegalensis,Bacillota,Bacilli,Bacillales,Bacillaceae,Robertmurraya
Flavobacterium branchiophilum,55197, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
Haemophilus pittmaniae,249188, ,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus
Brevundimonas diminuta,293, ,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
Corynebacterium durum,61592, ,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium
Advenella kashmirensis,310575, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Advenella
Saccharothrix syringae,103733, ,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix
